GroupName,UnitName,ContactName,Address,TimeIn,textbox16,StopLengthSecs,textbox7
Brenntag INH Cali,Unit: TJX692,Quimicol Ltda,"Kr32 15, Yumbo, Valle Cauca",12/08/2024 7:24:33 a.m.,12/08/2024 7:26:34 a.m.,00h:02m:01s,2218h:51m:51s
Brenntag INH Cali,Unit: TJX692,EDS Esso Tiger M,35-249 35-147 35a206 35a265-35a211 Carretera Cali - Yumbo Carretera Cali - Yumbo Calle 15 Calle 15 ,12/08/2024 7:56:57 a.m.,12/08/2024 8:38:01 a.m.,00h:41m:04s,2218h:51m:51s
Brenntag INH Cali,Unit: TJX692,Quimicol Ltda,"Kr32 15, Yumbo, Valle Cauca",12/08/2024 8:38:21 a.m.,12/08/2024 8:40:21 a.m.,00h:02m:00s,2218h:51m:51s
Brenntag INH Cali,Unit: TJX692,Crucero Palmira Candelaria,Palmira-Candelaria ,12/08/2024 9:02:22 a.m.,12/08/2024 9:04:23 a.m.,00h:02m:01s,2218h:51m:51s
Brenntag INH Cali,Unit: TJX692,Sucroal Porteria,Palmira-Candelaria ,12/08/2024 9:17:24 a.m.,12/08/2024 9:50:07 a.m.,00h:32m:43s,2218h:51m:51s
Brenntag INH Cali,Unit: TJX692,Sucroal Descargue.,Palmira-Candelaria ,12/08/2024 9:54:49 a.m.,12/08/2024 9:55:57 a.m.,00h:01m:08s,2218h:51m:51s
Brenntag INH Cali,Unit: TJX692,Sucroal Porteria,Palmira-Candelaria ,12/08/2024 11:51:43 a.m.,12/08/2024 12:32:34 p.m.,00h:40m:51s,2218h:51m:51s
Brenntag INH Cali,Unit: TJX692,Retorno Palm-Candelaria,Vía Palmira-Candelaría ,12/08/2024 12:36:33 p.m.,12/08/2024 12:38:31 p.m.,00h:01m:58s,2218h:51m:51s
Brenntag INH Cali,Unit: TJX692,Crucero Palmira Candelaria,Palmira-Candelaria ,12/08/2024 12:41:44 p.m.,12/08/2024 12:43:56 p.m.,00h:02m:12s,2218h:51m:51s
Brenntag INH Cali,Unit: TJX692,BSN MEDICAL LTDA,352-35100 Calle 15 ,12/08/2024 1:19:24 p.m.,12/08/2024 1:21:08 p.m.,00h:01m:44s,2218h:51m:51s
Brenntag INH Cali,Unit: TJX692,Quimicol Ltda,"Kr32 15, Yumbo, Valle Cauca",12/08/2024 1:21:20 p.m.,12/08/2024 1:21:45 p.m.,00h:00m:25s,2218h:51m:51s
Brenntag INH Cali,Unit: TJX692,Brenntag Yumbo,32222-32324 32238 Calle 13 Calle 13 ,12/08/2024 1:31:38 p.m.,12/08/2024 3:25:08 p.m.,01h:53m:30s,2218h:51m:51s
Brenntag INH Cali,Unit: TJX692,Brenntag Yumbo,32222-32324 32238 Calle 13 Calle 13 ,12/08/2024 4:27:53 p.m.,12/08/2024 4:33:29 p.m.,00h:05m:36s,2218h:51m:51s
Brenntag INH Cali,Unit: TJX692,Parmalat Colombia LTDA,342-34100 Calle 13 ,12/08/2024 4:34:50 p.m.,12/08/2024 4:35:48 p.m.,00h:00m:58s,2218h:51m:51s
Brenntag INH Cali,Unit: TJX692,Brenntag Yumbo,32222-32324 32238 Calle 13 Calle 13 ,12/08/2024 4:46:20 p.m.,12/08/2024 6:34:45 p.m.,01h:48m:25s,2218h:51m:51s
Brenntag INH Cali,Unit: TJX692,BSN MEDICAL LTDA,352-35100 Calle 15 ,12/08/2024 6:40:07 p.m.,12/08/2024 6:42:05 p.m.,00h:01m:58s,2218h:51m:51s
Brenntag INH Cali,Unit: TJX692,Parqueadero TLQ,7-34 Carrera 32,12/08/2024 6:49:43 p.m.,13/08/2024 7:19:20 a.m.,12h:29m:37s,2218h:51m:51s
Brenntag INH Cali,Unit: TJX692,Soluciones Nutritivas S.A.S.,"Kr32 10-18, Yumbo, Valle Cauca, Colombia",13/08/2024 7:21:23 a.m.,13/08/2024 7:23:23 a.m.,00h:02m:00s,2218h:51m:51s
Brenntag INH Cali,Unit: TJX692,GRUPO EMPRESARIAL DE LA LIMPIEZA S.A.,"Kr32 10-18, Yumbo, Valle Cauca, Colombia",13/08/2024 7:21:23 a.m.,13/08/2024 7:23:23 a.m.,00h:02m:00s,2218h:51m:51s
Brenntag INH Cali,Unit: TJX692,Quimicol Ltda,"Kr32 15, Yumbo, Valle Cauca",13/08/2024 7:25:03 a.m.,13/08/2024 7:27:01 a.m.,00h:01m:58s,2218h:51m:51s
Brenntag INH Cali,Unit: TJX692,Empaques Flexibles SA,27A15-27A63 Calle 15 ,13/08/2024 7:27:01 a.m.,13/08/2024 7:29:02 a.m.,00h:02m:01s,2218h:51m:51s
Brenntag INH Cali,Unit: TJX692,Bavara Yumbo Porteria,25a105 Carretera Cali - Yumbo,13/08/2024 7:29:02 a.m.,13/08/2024 7:31:02 a.m.,00h:02m:00s,2218h:51m:51s
Brenntag INH Cali,Unit: TJX692,Empaques Flexibles SA,27A15-27A63 Calle 15 ,13/08/2024 9:22:22 a.m.,13/08/2024 9:24:07 a.m.,00h:01m:45s,2218h:51m:51s
Brenntag INH Cali,Unit: TJX692,Ind. Refridcol  S.a,371-3799 Calle 4A ,13/08/2024 9:33:46 a.m.,15/08/2024 6:17:08 p.m.,56h:43m:22s,2218h:51m:51s
Brenntag INH Cali,Unit: TJX692,EDS Servic Menga,38-66 Calle 10,13/08/2024 9:36:06 a.m.,13/08/2024 9:59:48 a.m.,00h:23m:42s,2218h:51m:51s
Brenntag INH Cali,Unit: TJX692,Brenntag Yumbo,32222-32324 32238 Calle 13 Calle 13 ,13/08/2024 10:05:57 a.m.,13/08/2024 10:53:58 a.m.,00h:48m:01s,2218h:51m:51s
Brenntag INH Cali,Unit: TJX692,Brenntag Yumbo,32222-32324 32238 Calle 13 Calle 13 ,13/08/2024 10:59:42 a.m.,13/08/2024 2:59:41 p.m.,03h:59m:59s,2218h:51m:51s
Brenntag INH Cali,Unit: TJX692,laboratorios Lemar,"Cl31a 12-34, Cali, Valle Cauca",13/08/2024 3:50:51 p.m.,13/08/2024 3:53:21 p.m.,00h:02m:30s,2218h:51m:51s
Brenntag INH Cali,Unit: TJX692,LABORATORIO L-MAR S.A.S.,121-12129 Calle 31a ,13/08/2024 3:50:51 p.m.,13/08/2024 3:53:21 p.m.,00h:02m:30s,2218h:51m:51s
Brenntag INH Cali,Unit: TJX692,Carabali Valverde,"Entrada A La Cl34-4, Cali, Valle Cauca, Colombia",13/08/2024 4:49:49 p.m.,13/08/2024 4:51:49 p.m.,00h:02m:00s,2218h:51m:51s
Brenntag INH Cali,Unit: TJX692,Velasquez Rodas Fabio Velquimicos ,342-34100 Carrera 4C ,13/08/2024 4:51:49 p.m.,13/08/2024 4:55:50 p.m.,00h:04m:01s,2218h:51m:51s
Brenntag INH Cali,Unit: TJX692,Alexander Chacon,342-34100 Carrera 5A ,13/08/2024 4:51:49 p.m.,13/08/2024 4:55:50 p.m.,00h:04m:01s,2218h:51m:51s
Brenntag INH Cali,Unit: TJX692,INVERZORD S.A.S,1-99 Calle 35N ,13/08/2024 5:06:03 p.m.,13/08/2024 5:09:07 p.m.,00h:03m:04s,2218h:51m:51s
Brenntag INH Cali,Unit: TJX692,tecnoaires,"Av 4 41n-61, Cali, Valle Cauca",13/08/2024 5:08:03 p.m.,13/08/2024 5:11:56 p.m.,00h:03m:53s,2218h:51m:51s
Brenntag INH Cali,Unit: TJX692,Parqueadero TLQ,7-34 Carrera 32,13/08/2024 5:35:19 p.m.,14/08/2024 7:41:13 a.m.,14h:05m:54s,2218h:51m:51s
Brenntag INH Cali,Unit: TJX692,Brenntag Yumbo,32222-32324 32238 Calle 13 Calle 13 ,14/08/2024 7:48:25 a.m.,14/08/2024 7:50:24 a.m.,00h:01m:59s,2218h:51m:51s
Brenntag INH Cali,Unit: TJX692,Parmalat Colombia LTDA,342-34100 Calle 13 ,14/08/2024 7:51:02 a.m.,14/08/2024 7:52:38 a.m.,00h:01m:36s,2218h:51m:51s
Brenntag INH Cali,Unit: TJX692,taller Morales,"Cl44 1 1h-72, Cali, Valle Cauca",14/08/2024 8:13:52 a.m.,14/08/2024 8:14:57 a.m.,00h:01m:05s,2218h:51m:51s
Brenntag INH Cali,Unit: TJX692,Alexander Chacon,342-34100 Carrera 5A ,14/08/2024 8:18:45 a.m.,14/08/2024 8:19:31 a.m.,00h:00m:46s,2218h:51m:51s
Brenntag INH Cali,Unit: TJX692,JM LTDA,171-1799 Carrera 10 ,14/08/2024 8:31:48 a.m.,14/08/2024 8:47:08 a.m.,00h:15m:20s,2218h:51m:51s
Brenntag INH Cali,Unit: TJX692,DISTRIARES ESSENCIAS S.A.S.,9a2-9a56 Calle 17 ,14/08/2024 8:31:48 a.m.,14/08/2024 8:32:39 a.m.,00h:00m:51s,2218h:51m:51s
Brenntag INH Cali,Unit: TJX692,QUIMICOS CENTAURO LTDA,202-2062 Carrera 7 ,14/08/2024 8:52:08 a.m.,14/08/2024 9:02:39 a.m.,00h:10m:31s,2218h:51m:51s
Brenntag INH Cali,Unit: TJX692,Quimica Centauro,20BIS2-20BIS100 Carrera 7 ,14/08/2024 8:52:08 a.m.,14/08/2024 9:04:39 a.m.,00h:12m:31s,2218h:51m:51s
Brenntag INH Cali,Unit: TJX692,Quimica Centauro,20BIS2-20BIS100 Carrera 7 ,14/08/2024 8:52:08 a.m.,14/08/2024 9:04:39 a.m.,00h:12m:31s,2218h:51m:51s
Brenntag INH Cali,Unit: TJX692,Quimica Centauro,20BIS2-20BIS100 Carrera 7 ,14/08/2024 8:52:08 a.m.,14/08/2024 9:04:39 a.m.,00h:12m:31s,2218h:51m:51s
Brenntag INH Cali,Unit: TJX692,Polietilenos del Valle,24 Carrera 10,14/08/2024 9:10:31 a.m.,14/08/2024 9:11:28 a.m.,00h:00m:57s,2218h:51m:51s
Brenntag INH Cali,Unit: TJX692,LABORATORIO L-MAR S.A.S.,121-12129 Calle 31a ,14/08/2024 9:28:25 a.m.,14/08/2024 9:34:54 a.m.,00h:06m:29s,2218h:51m:51s
Brenntag INH Cali,Unit: TJX692,laboratorios Lemar,"Cl31a 12-34, Cali, Valle Cauca",14/08/2024 9:28:25 a.m.,14/08/2024 9:34:54 a.m.,00h:06m:29s,2218h:51m:51s
Brenntag INH Cali,Unit: TJX692,Lavaclinicas SA,6A2-6A100 Carrera 24 ,14/08/2024 9:47:48 a.m.,14/08/2024 9:58:53 a.m.,00h:11m:05s,2218h:51m:51s
Brenntag INH Cali,Unit: TJX692,LavaQumica,6A2-6A100 Carrera 24 ,14/08/2024 9:47:48 a.m.,14/08/2024 9:58:53 a.m.,00h:11m:05s,2218h:51m:51s
Brenntag INH Cali,Unit: TJX692,Maslimpio,4A-31 Carrera 36 ,14/08/2024 11:34:25 a.m.,14/08/2024 11:35:21 a.m.,00h:00m:56s,2218h:51m:51s
Brenntag INH Cali,Unit: TJX692,ORTIZ SARASTY JUAN,11g2-11g112 Calle 29 ,14/08/2024 12:17:27 p.m.,14/08/2024 12:18:05 p.m.,00h:00m:38s,2218h:51m:51s
Brenntag INH Cali,Unit: TJX692,PACK PLATINO S.A.S.,342-34112 Carrera 7 ,14/08/2024 12:53:39 p.m.,14/08/2024 12:55:36 p.m.,00h:01m:57s,2218h:51m:51s
Brenntag INH Cali,Unit: TJX692,Quimicol Ltda,"Kr32 15, Yumbo, Valle Cauca",14/08/2024 1:14:02 p.m.,14/08/2024 1:14:16 p.m.,00h:00m:14s,2218h:51m:51s
Brenntag INH Cali,Unit: TJX692,Reenvases,122-12100 Carrera 34,14/08/2024 1:17:14 p.m.,14/08/2024 1:44:53 p.m.,00h:27m:39s,2218h:51m:51s
Brenntag INH Cali,Unit: TJX692,Alpopular Bodegas,101-10113 Carrera 21 ,14/08/2024 1:54:24 p.m.,14/08/2024 1:56:30 p.m.,00h:02m:06s,2218h:51m:51s
Brenntag INH Cali,Unit: TJX692,Brenntag Yumbo,32222-32324 32238 Calle 13 Calle 13 ,14/08/2024 2:39:46 p.m.,14/08/2024 7:03:27 p.m.,04h:23m:41s,2218h:51m:51s
Brenntag INH Cali,Unit: TJX692,Parmalat Colombia LTDA,342-34100 Calle 13 ,14/08/2024 7:03:27 p.m.,14/08/2024 7:05:27 p.m.,00h:02m:00s,2218h:51m:51s
Brenntag INH Cali,Unit: TJX692,Parqueadero TLQ,7-34 Carrera 32,14/08/2024 7:13:42 p.m.,15/08/2024 6:45:44 a.m.,11h:32m:02s,2218h:51m:51s
Brenntag INH Cali,Unit: TJX692,BSN MEDICAL LTDA,352-35100 Calle 15 ,15/08/2024 6:57:05 a.m.,15/08/2024 6:58:10 a.m.,00h:01m:05s,2218h:51m:51s
Brenntag INH Cali,Unit: TJX692,EDS Esso Tiger M,35-249 35-147 35a206 35a265-35a211 Carretera Cali - Yumbo Carretera Cali - Yumbo Calle 15 Calle 15 ,15/08/2024 7:00:10 a.m.,15/08/2024 7:04:06 a.m.,00h:03m:56s,2218h:51m:51s
Brenntag INH Cali,Unit: TJX692,CURTIPIELES S.A.S.,201-20141 Calle 8 ,15/08/2024 7:47:45 a.m.,15/08/2024 8:07:19 a.m.,00h:19m:34s,2218h:51m:51s
Brenntag INH Cali,Unit: TJX692,Latinoamericana de Productos Quimicos,31 - Ginebra ,15/08/2024 9:05:11 a.m.,15/08/2024 9:16:46 a.m.,00h:11m:35s,2218h:51m:51s
Brenntag INH Cali,Unit: TJX692,Taller Ardila,"Cl42 31-62, Palmira, Valle Cauca",15/08/2024 10:16:53 a.m.,15/08/2024 10:19:47 a.m.,00h:02m:54s,2218h:51m:51s
Brenntag INH Cali,Unit: TJX692,vulcanizadora El Niche,"Cl42 35a-13, Palmira, Valle Cauca",15/08/2024 10:19:47 a.m.,15/08/2024 10:21:44 a.m.,00h:01m:57s,2218h:51m:51s
Brenntag INH Cali,Unit: TJX692,Crucero Palmira Candelaria,Palmira-Candelaria ,15/08/2024 10:23:39 a.m.,15/08/2024 10:25:33 a.m.,00h:01m:54s,2218h:51m:51s
Brenntag INH Cali,Unit: TJX692,Quimicol Ltda,"Kr32 15, Yumbo, Valle Cauca",15/08/2024 1:22:23 p.m.,15/08/2024 1:23:14 p.m.,00h:00m:51s,2218h:51m:51s
Brenntag INH Cali,Unit: TJX692,EDS Coexito Mobil,35255-35333 Calle 10 ,15/08/2024 1:29:47 p.m.,15/08/2024 1:30:17 p.m.,00h:00m:30s,2218h:51m:51s
Brenntag INH Cali,Unit: TJX692,EDS Coexito Mobil,35255-35333 Calle 10 ,15/08/2024 2:31:54 p.m.,15/08/2024 2:33:09 p.m.,00h:01m:15s,2218h:51m:51s
Brenntag INH Cali,Unit: TJX692,Brenntag Yumbo,32222-32324 32238 Calle 13 Calle 13 ,15/08/2024 2:38:05 p.m.,15/08/2024 3:38:11 p.m.,01h:00m:06s,2218h:51m:51s
Brenntag INH Cali,Unit: TJX692,Parmalat Colombia LTDA,342-34100 Calle 13 ,15/08/2024 3:43:45 p.m.,15/08/2024 3:44:29 p.m.,00h:00m:44s,2218h:51m:51s
Brenntag INH Cali,Unit: TJX692,Brenntag Yumbo,32222-32324 32238 Calle 13 Calle 13 ,15/08/2024 3:50:19 p.m.,15/08/2024 5:59:46 p.m.,02h:09m:27s,2218h:51m:51s
Brenntag INH Cali,Unit: TJX692,Parmalat Colombia LTDA,342-34100 Calle 13 ,15/08/2024 6:00:43 p.m.,15/08/2024 6:02:42 p.m.,00h:01m:59s,2218h:51m:51s
Brenntag INH Cali,Unit: TJX692,EDS Servic Menga,38-66 Calle 10,15/08/2024 6:18:33 p.m.,15/08/2024 6:26:51 p.m.,00h:08m:18s,2218h:51m:51s
Brenntag INH Cali,Unit: TJX692,Parqueadero TLQ,7-34 Carrera 32,15/08/2024 6:36:33 p.m.,16/08/2024 2:42:16 a.m.,08h:05m:43s,2218h:51m:51s
Brenntag INH Cali,Unit: TJX692,Quimicol Ltda,"Kr32 15, Yumbo, Valle Cauca",16/08/2024 2:46:15 a.m.,16/08/2024 2:48:14 a.m.,00h:01m:59s,2218h:51m:51s
Brenntag INH Cali,Unit: TJX692,Peaje Betania,"Av 25s, Tulua, Valle Cauca",16/08/2024 4:00:49 a.m.,16/08/2024 4:02:41 a.m.,00h:01m:52s,2218h:51m:51s
Brenntag INH Cali,Unit: TJX692,variante Tulua,99 US25N ,16/08/2024 4:12:06 a.m.,16/08/2024 4:12:35 a.m.,00h:00m:29s,2218h:51m:51s
Brenntag INH Cali,Unit: TJX692,Resiplas de Colombia,Variante Turín-La Popa ,16/08/2024 7:19:37 a.m.,16/08/2024 7:21:35 a.m.,00h:01m:58s,2218h:51m:51s
Brenntag INH Cali,Unit: TJX692,Resiplas de Colombia,Variante Turín-La Popa ,16/08/2024 7:19:37 a.m.,16/08/2024 7:21:35 a.m.,00h:01m:58s,2218h:51m:51s
Brenntag INH Cali,Unit: TJX692,Parq La Manuela,344 Calle 50,16/08/2024 9:03:49 a.m.,16/08/2024 9:07:46 a.m.,00h:03m:57s,2218h:51m:51s
Brenntag INH Cali,Unit: TJX692,C&SUPER DE ALIMENTOS SA,1-99 I-50 ,16/08/2024 10:23:57 a.m.,16/08/2024 3:52:45 p.m.,05h:28m:48s,2218h:51m:51s
Brenntag INH Cali,Unit: TJX692,PLANTA SUPER DE ALIMENTOS,Valles de la Alhambra ,16/08/2024 12:53:52 p.m.,16/08/2024 2:19:41 p.m.,01h:25m:49s,2218h:51m:51s
Brenntag INH Cali,Unit: TJX692,PLANTA SUPER DE ALIMENTOS,Valles de la Alhambra ,16/08/2024 2:23:39 p.m.,16/08/2024 3:49:01 p.m.,01h:25m:22s,2218h:51m:51s
Brenntag INH Cali,Unit: TJX692,Parq La Manuela,344 Calle 50,16/08/2024 4:00:06 p.m.,16/08/2024 4:01:30 p.m.,00h:01m:24s,2218h:51m:51s
Brenntag INH Cali,Unit: TJX692,Resiplas de Colombia,Variante Turín-La Popa ,16/08/2024 5:28:57 p.m.,16/08/2024 5:35:25 p.m.,00h:06m:28s,2218h:51m:51s
Brenntag INH Cali,Unit: TJX692,Resiplas de Colombia,Variante Turín-La Popa ,16/08/2024 5:28:57 p.m.,16/08/2024 5:35:25 p.m.,00h:06m:28s,2218h:51m:51s
Brenntag INH Cali,Unit: TJX692,Peaje Cerritos 2,Cerritos-Cartago ,16/08/2024 6:12:10 p.m.,16/08/2024 6:14:43 p.m.,00h:02m:33s,2218h:51m:51s
Brenntag INH Cali,Unit: TJX692,EDS El Recreo Al Toque,Tulua-Buga,16/08/2024 8:19:03 p.m.,16/08/2024 8:21:20 p.m.,00h:02m:17s,2218h:51m:51s
Brenntag INH Cali,Unit: TJX692,Peaje Betania,"Av 25s, Tulua, Valle Cauca",16/08/2024 8:32:50 p.m.,16/08/2024 8:34:49 p.m.,00h:01m:59s,2218h:51m:51s
Brenntag INH Cali,Unit: TJX692,Crucero Palmira Candelaria,Palmira-Candelaria ,16/08/2024 9:25:16 p.m.,16/08/2024 9:25:45 p.m.,00h:00m:29s,2218h:51m:51s
Brenntag INH Cali,Unit: TJX692,Parqueadero TLQ,7-34 Carrera 32,16/08/2024 9:59:00 p.m.,20/08/2024 7:35:01 a.m.,81h:36m:01s,2218h:51m:51s
Brenntag INH Cali,Unit: TJX692,PRODUCTOS DIFFER S.A.S.,12363-12583 Carrera 34 ,20/08/2024 7:39:54 a.m.,20/08/2024 7:40:42 a.m.,00h:00m:48s,2218h:51m:51s
Brenntag INH Cali,Unit: TJX692,PRODUCTOS DIFFER,12541 12480-12584 Carrera 34 Carrera 34 ,20/08/2024 7:39:54 a.m.,20/08/2024 7:40:42 a.m.,00h:00m:48s,2218h:51m:51s
Brenntag INH Cali,Unit: TJX692,Reenvases,122-12100 Carrera 34,20/08/2024 7:39:54 a.m.,20/08/2024 7:40:42 a.m.,00h:00m:48s,2218h:51m:51s
Brenntag INH Cali,Unit: TJX692,Parmalat Colombia LTDA,342-34100 Calle 13 ,20/08/2024 7:39:54 a.m.,20/08/2024 7:40:42 a.m.,00h:00m:48s,2218h:51m:51s
Brenntag INH Cali,Unit: TJX692,Brenntag Yumbo,32222-32324 32238 Calle 13 Calle 13 ,20/08/2024 7:42:44 a.m.,20/08/2024 5:58:25 p.m.,10h:15m:41s,2218h:51m:51s
Brenntag INH Cali,Unit: TJX692,vulcanizadora Gonzalez,"Cl3a 37-28, Cali, Valle Cauca",20/08/2024 6:04:27 p.m.,20/08/2024 6:05:52 p.m.,00h:01m:25s,2218h:51m:51s
Brenntag INH Cali,Unit: TJX692,COVERPLAST,3752 Carrera 37 Calle 14 ,20/08/2024 6:04:27 p.m.,20/08/2024 6:05:52 p.m.,00h:01m:25s,2218h:51m:51s
Brenntag INH Cali,Unit: TJX692,Ind. Refridcol  S.a,371-3799 Calle 4A ,20/08/2024 6:30:53 p.m.,20/08/2024 6:32:33 p.m.,00h:01m:40s,2218h:51m:51s
Brenntag INH Cali,Unit: TJX692,EDS Servic Menga,38-66 Calle 10,20/08/2024 6:32:53 p.m.,20/08/2024 6:49:41 p.m.,00h:16m:48s,2218h:51m:51s
Brenntag INH Cali,Unit: TJX692,Parqueadero TLQ,7-34 Carrera 32,20/08/2024 6:57:46 p.m.,21/08/2024 4:50:52 a.m.,09h:53m:06s,2218h:51m:51s
Brenntag INH Cali,Unit: TJX692,FENALCOL,10352-10460 Carrera 32 ,21/08/2024 4:53:46 a.m.,21/08/2024 4:55:46 a.m.,00h:02m:00s,2218h:51m:51s
Brenntag INH Cali,Unit: TJX692,Quimicol Ltda,"Kr32 15, Yumbo, Valle Cauca",21/08/2024 4:57:09 a.m.,21/08/2024 4:59:09 a.m.,00h:02m:00s,2218h:51m:51s
Brenntag INH Cali,Unit: TJX692,Empaques Flexibles SA,27A15-27A63 Calle 15 ,21/08/2024 4:59:09 a.m.,21/08/2024 5:01:09 a.m.,00h:02m:00s,2218h:51m:51s
Brenntag INH Cali,Unit: TJX692,Peaje Betania,"Av 25s, Tulua, Valle Cauca",21/08/2024 6:16:19 a.m.,21/08/2024 6:18:18 a.m.,00h:01m:59s,2218h:51m:51s
Brenntag INH Cali,Unit: TJX692,COLOMBINA S.A. LA PAILA,La Paila-Ríopaila,21/08/2024 7:10:52 a.m.,21/08/2024 7:11:52 a.m.,00h:01m:00s,2218h:51m:51s
Brenntag INH Cali,Unit: TJX692,PC LA PAILA,Tulua - Cartago,21/08/2024 7:11:52 a.m.,21/08/2024 7:13:52 a.m.,00h:02m:00s,2218h:51m:51s
Brenntag INH Cali,Unit: TJX692,Resiplas de Colombia,Variante Turín-La Popa ,21/08/2024 9:14:37 a.m.,21/08/2024 9:16:37 a.m.,00h:02m:00s,2218h:51m:51s
Brenntag INH Cali,Unit: TJX692,Resiplas de Colombia,Variante Turín-La Popa ,21/08/2024 9:14:37 a.m.,21/08/2024 9:16:37 a.m.,00h:02m:00s,2218h:51m:51s
Brenntag INH Cali,Unit: TJX692,Fede. Nacional Cafeteros Chinchina,161-1643 Carrera 5 ,21/08/2024 10:05:59 a.m.,21/08/2024 10:40:05 a.m.,00h:34m:06s,2218h:51m:51s
Brenntag INH Cali,Unit: TJX692,Federacion Nacional de Cafeteros Chinchina,1748 Carrera 7 ,21/08/2024 10:55:21 a.m.,21/08/2024 11:19:10 a.m.,00h:23m:49s,2218h:51m:51s
Brenntag INH Cali,Unit: TJX692,Fede. Nacional Cafeteros Chinchina,161-1643 Carrera 5 ,21/08/2024 11:25:42 a.m.,21/08/2024 11:32:42 a.m.,00h:07m:00s,2218h:51m:51s
Brenntag INH Cali,Unit: TJX692,Resiplas de Colombia,Variante Turín-La Popa ,21/08/2024 12:38:52 p.m.,21/08/2024 12:40:50 p.m.,00h:01m:58s,2218h:51m:51s
Brenntag INH Cali,Unit: TJX692,Resiplas de Colombia,Variante Turín-La Popa ,21/08/2024 12:38:52 p.m.,21/08/2024 12:40:50 p.m.,00h:01m:58s,2218h:51m:51s
Brenntag INH Cali,Unit: TJX692,Parq. mil perros,"Via Principal-43, Tulua, Valle Cauca",21/08/2024 3:25:41 p.m.,21/08/2024 3:31:38 p.m.,00h:05m:57s,2218h:51m:51s
Brenntag INH Cali,Unit: TJX692,COLOMBINA S.A. LA PAILA,La Paila-Ríopaila,21/08/2024 3:31:38 p.m.,21/08/2024 3:40:31 p.m.,00h:08m:53s,2218h:51m:51s
Brenntag INH Cali,Unit: TJX692,Peaje Betania,"Av 25s, Tulua, Valle Cauca",21/08/2024 4:20:53 p.m.,21/08/2024 4:25:08 p.m.,00h:04m:15s,2218h:51m:51s
Brenntag INH Cali,Unit: TJX692,Peaje Rozo,El Cerrito-Rozo Sur ,21/08/2024 5:17:36 p.m.,21/08/2024 5:19:31 p.m.,00h:01m:55s,2218h:51m:51s
Brenntag INH Cali,Unit: TJX692,Quimicol Ltda,"Kr32 15, Yumbo, Valle Cauca",21/08/2024 5:44:36 p.m.,21/08/2024 5:45:06 p.m.,00h:00m:30s,2218h:51m:51s
Brenntag INH Cali,Unit: TJX692,Ecotechs laboratorios,"Cl10 31a-67, Yumbo, Valle Cauca",21/08/2024 5:50:38 p.m.,21/08/2024 5:52:37 p.m.,00h:01m:59s,2218h:51m:51s
Brenntag INH Cali,Unit: TJX692,Parqueadero TLQ,7-34 Carrera 32,21/08/2024 5:56:47 p.m.,22/08/2024 6:56:56 a.m.,13h:00m:09s,2218h:51m:51s
Brenntag INH Cali,Unit: TJX692,Alpopular Bodegas,101-10113 Carrera 21 ,22/08/2024 7:07:50 a.m.,22/08/2024 7:09:52 a.m.,00h:02m:02s,2218h:51m:51s
Brenntag INH Cali,Unit: TJX692,Empaques Flexibles SA,27A15-27A63 Calle 15 ,22/08/2024 7:40:02 a.m.,22/08/2024 7:41:47 a.m.,00h:01m:45s,2218h:51m:51s
Brenntag INH Cali,Unit: TJX692,Quimicol Ltda,"Kr32 15, Yumbo, Valle Cauca",22/08/2024 7:41:47 a.m.,22/08/2024 7:42:36 a.m.,00h:00m:49s,2218h:51m:51s
Brenntag INH Cali,Unit: TJX692,parq. El Cristal,13a253 Carrera 34,22/08/2024 7:45:10 a.m.,22/08/2024 7:49:51 a.m.,00h:04m:41s,2218h:51m:51s
Brenntag INH Cali,Unit: TJX692,parq. La Luciana,34304 34304 13150 3455 34303-341 Calle 13a Calle 13a Carrera 34 Calle 13a Calle 13a ,22/08/2024 7:45:10 a.m.,22/08/2024 7:47:10 a.m.,00h:02m:00s,2218h:51m:51s
Brenntag INH Cali,Unit: TJX692,parqueadero El  cortijo,34304 34304 13258 13174-13300 Carrera 34 Carrera 34 Calle 13a Calle 13a ,22/08/2024 7:45:10 a.m.,22/08/2024 7:47:10 a.m.,00h:02m:00s,2218h:51m:51s
Brenntag INH Cali,Unit: TJX692,parqueadero El  cortijo,34304 34304 13258 13174-13300 Carrera 34 Carrera 34 Calle 13a Calle 13a ,22/08/2024 7:49:51 a.m.,22/08/2024 7:51:36 a.m.,00h:01m:45s,2218h:51m:51s
Brenntag INH Cali,Unit: TJX692,Protecnica Ingenieria S.A.S.,13150 Carrera 34,22/08/2024 7:49:51 a.m.,22/08/2024 7:51:36 a.m.,00h:01m:45s,2218h:51m:51s
Brenntag INH Cali,Unit: TJX692,Brenntag Yumbo,32222-32324 32238 Calle 13 Calle 13 ,22/08/2024 7:51:36 a.m.,22/08/2024 9:29:02 a.m.,01h:37m:26s,2218h:51m:51s
Brenntag INH Cali,Unit: TJX692,Brenntag Yumbo,32222-32324 32238 Calle 13 Calle 13 ,22/08/2024 9:33:01 a.m.,22/08/2024 10:56:57 a.m.,01h:23m:56s,2218h:51m:51s
Brenntag INH Cali,Unit: TJX692,Parmalat Colombia LTDA,342-34100 Calle 13 ,22/08/2024 10:56:57 a.m.,22/08/2024 10:58:28 a.m.,00h:01m:31s,2218h:51m:51s
